start_date,end_date,asin,sourceable_product_out_of_stock_rate,procurable_product_out_of_stock_rate,open_purchase_order_units,receive_fill_rate,average_vendor_lead_time_days,sell_through_rate,unfilled_customer_ordered_units,vendor_confirmation_rate,net_received_inventory_cost_amount,net_received_inventory_cost_currency_code,net_received_inventory_units,sellable_on_hand_inventory_cost_amount,sellable_on_hand_inventory_cost_currency_code,sellable_on_hand_inventory_units,unsellable_on_hand_inventory_cost_amount,unsellable_on_hand_inventory_cost_currency_code,unsellable_on_hand_inventory_units,aged_90_plus_days_sellable_inventory_cost_amount,aged_90_plus_days_sellable_inventory_cost_currency_code,aged_90_plus_days_sellable_inventory_units
2026-03-23,2026-03-23,B0G36TQ1VW,,,,0,0,,,0,0,USD,0,1936.14,USD,183,0,USD,0,0,USD,0
2026-03-23,2026-03-23,B0G36TXZGY,,,11,0,0,,,0,0,USD,0,2277,USD,207,0,USD,0,0,USD,0
2026-03-23,2026-03-23,B0G36V9PLG,,,5,0,0,,,0,0,USD,0,2988.86,USD,259,0,USD,0,0,USD,0
2026-03-23,2026-03-23,B0G36VD41X,,,-6,0,0,,,0,0,USD,0,1197.48,USD,204,0,USD,0,0,USD,0
2026-03-23,2026-03-23,B0G36VXNGX,,,243,0,0,,,0,0,USD,0,1497.05,USD,395,18.95,USD,5,0,USD,0
2026-03-23,2026-03-23,B0G36WHC28,,,1978,0,0,,,0,0,USD,0,1853.31,USD,489,0,USD,0,0,USD,0
2026-03-23,2026-03-23,B0G36WHH72,,,,0,0,,,0,0,USD,0,1477.98,USD,161,0,USD,0,0,USD,0
2026-03-23,2026-03-23,B0G36WL2LN,,,253,0,28,,,0,22.74,USD,6,1125.63,USD,297,22.74,USD,6,0,USD,0
2026-03-23,2026-03-23,B0G36Z353F,,,265,0,0,,,0,0,USD,0,1512.21,USD,399,11.37,USD,3,0,USD,0
2026-03-23,2026-03-23,B0G61BFKYY,,,48,0,0,,,0,0,USD,0,1148.63,USD,269,0,USD,0,0,USD,0
2026-03-23,2026-03-23,B0G61GFG4R,,,210,0,0,,,0,0,USD,0,971.56,USD,214,0,USD,0,0,USD,0
2026-03-23,2026-03-23,B0G61GHTKD,,,336,0,0,,,0,43.56,USD,12,1059.96,USD,292,21.78,USD,6,0,USD,0
2026-03-23,2026-03-23,B0G61KB2PQ,,,216,0,14.83,,,0,43.56,USD,12,715.11,USD,197,14.52,USD,4,0,USD,0
2026-03-23,2026-03-23,B0G61PKKLZ,,,144,0,0,,,0,0,USD,0,1422.72,USD,228,6.24,USD,1,0,USD,0
2026-03-23,2026-03-23,B0G61Q6K9B,,,592,0,0,,,0,317.4,USD,20,555.45,USD,35,0,USD,0,0,USD,0
2026-03-23,2026-03-23,B0G62C4RTK,,,672,0,0,,,0,0,USD,0,251.93,USD,59,0,USD,0,0,USD,0
2026-03-23,2026-03-23,B0G62CKV7P,,,312,0,0,,,0,0,USD,0,1066.84,USD,298,3.58,USD,1,0,USD,0
2026-03-23,2026-03-23,B0G62D27V8,,,684,0,0,,,0,0,USD,0,281.82,USD,66,55.51,USD,13,0,USD,0
2026-03-23,2026-03-23,B0G62KT3JN,,,448,0,0,,,0,0,USD,0,1304.64,USD,151,8.64,USD,1,0,USD,0
2026-03-23,2026-03-23,B0G62LCF5V,,,503,0,0,,,0,0,USD,0,316.8,USD,90,3.52,USD,1,0,USD,0
2026-03-23,2026-03-23,B0G62TGVLK,,,468,0,0,,,0,0,USD,0,747.78,USD,206,36.3,USD,10,0,USD,0
2026-03-23,2026-03-23,B0GFP79MKX,,,25,0,0,,,0,0,USD,0,506.93,USD,163,0,USD,0,0,USD,0
2026-03-23,2026-03-23,B0GFP7HZKV,,,6,0,0,,,0,0,USD,0,1653.9,USD,222,0,USD,0,0,USD,0
2026-03-23,2026-03-23,B0GFP7WWFH,,,,0,0,,,0,0,USD,0,1889.55,USD,221,0,USD,0,0,USD,0
2026-03-23,2026-03-23,B0GFP85F4D,,,6,0,0,,,0,0,USD,0,1200.48,USD,183,0,USD,0,0,USD,0
2026-03-23,2026-03-23,B0GFPBHGD1,,,66,0,0,,,0,0,USD,0,481.28,USD,47,0,USD,0,0,USD,0
2026-03-23,2026-03-23,B0GFPBZN2J,,,36,0,0,,,0,0,USD,0,943.69,USD,253,0,USD,0,0,USD,0
2026-03-23,2026-03-23,B0GFPDWJPJ,,,8,0,0,,,0,0,USD,0,1566,USD,216,7.25,USD,1,0,USD,0
2026-03-23,2026-03-23,B0GFPFCGYH,,,252,0,0,,,0,0,USD,0,214.5,USD,39,0,USD,0,0,USD,0
2026-03-23,2026-03-23,B0GFPFP97J,,,,0,0,,,0,0,USD,0,1461.69,USD,149,0,USD,0,0,USD,0
2026-03-23,2026-03-23,B0GFPH36YZ,,,,0,0,,,0,0,USD,0,1740.96,USD,468,0,USD,0,0,USD,0
2026-03-23,2026-03-23,B0GFPHBW8F,,,84,0,0,,,0,18.6,USD,4,888.15,USD,191,4.65,USD,1,0,USD,0
2026-03-23,2026-03-23,B0GFPJBVNS,,,312,0,0,,,0,0,USD,0,317.79,USD,107,0,USD,0,0,USD,0
2026-03-23,2026-03-23,B0GFPJYSZY,,,480,0,0,,,0,0,USD,0,1480.5,USD,525,2.82,USD,1,0,USD,0
2026-03-23,2026-03-23,B0GFPKK82C,,,299,0,0,,,0,0,USD,0,940.8,USD,294,3.2,USD,1,0,USD,0
2026-03-23,2026-03-23,B0GFPL5G1Z,,,687,0,0,,,0,0,USD,0,4490.92,USD,1204,0,USD,0,0,USD,0
2026-03-23,2026-03-23,B0GFPMLR3N,,,,0,0,,,0,0,USD,0,1311.3,USD,282,0,USD,0,0,USD,0
2026-03-23,2026-03-23,B0GFPN3622,,,,0,0,,,0,0,USD,0,1740,USD,240,0,USD,0,0,USD,0
2026-03-23,2026-03-23,B0GFPN366L,,,60,0,0,,,0,0,USD,0,2540.76,USD,683,0,USD,0,0,USD,0
2026-03-23,2026-03-23,B0GFPN631N,,,260,0,0,,,0,0,USD,0,1853.25,USD,175,10.59,USD,1,0,USD,0
2026-03-23,2026-03-23,B0GFPPG7BN,,,243,0,0,,,0,74,USD,4,5217,USD,282,18.5,USD,1,0,USD,0
2026-03-23,2026-03-23,B0GFPPJ14T,,,8,0,0,,,0,0,USD,0,1334,USD,184,0,USD,0,0,USD,0
2026-03-23,2026-03-23,B0GFPQHFCG,,,,0,0,,,0,0,USD,0,1116,USD,300,0,USD,0,0,USD,0
2026-03-23,2026-03-23,B0GFPQKWSJ,,,124,0,0,,,0,18.6,USD,4,1125.3,USD,242,0,USD,0,0,USD,0
2026-03-23,2026-03-23,B0GFPQRSTH,,,312,0,0,,,0,0,USD,0,331.65,USD,99,0,USD,0,0,USD,0
2026-03-23,2026-03-23,B0GFPR245Y,,,3,0,0,,,0,0,USD,0,1384.32,USD,224,0,USD,0,0,USD,0
2026-03-23,2026-03-23,B0GFPSDX65,,,10,0,0,,,0,0,USD,0,510.04,USD,164,0,USD,0,0,USD,0
2026-03-23,2026-03-23,B0GFPSGBVC,,,,0,0,,,0,0,USD,0,963.48,USD,259,0,USD,0,0,USD,0
2026-03-23,2026-03-23,B0GFPT19QF,,,210,0,0,,,0,0,USD,0,1887.78,USD,219,0,USD,0,0,USD,0
2026-03-23,2026-03-23,B0GFPVPPDC,,,4,0,0,,,0,0,USD,0,1290.5,USD,178,0,USD,0,0,USD,0
2026-03-23,2026-03-23,B0GFPXJ38Y,,,5,0,0,,,0,0,USD,0,1502.43,USD,183,0,USD,0,0,USD,0
2026-03-23,2026-03-23,B0GFPXSYSZ,,,4,0,0,,,0,0,USD,0,1604.25,USD,345,13.95,USD,3,0,USD,0
2026-03-23,2026-03-23,B0GFPYTHY9,,,5,0,0,,,0,0,USD,0,1683,USD,225,0,USD,0,0,USD,0
2026-03-23,2026-03-23,B0GFPZLRHL,,,5,0,0,,,0,0,USD,0,631.33,USD,203,0,USD,0,0,USD,0
2026-03-24,2026-03-24,B000MAIC1M,,,,0,0,,,0,0,USD,0,296.66,USD,27,0,USD,0,296.66,USD,27
2026-03-24,2026-03-24,B0034CXR6K,,,4,0,0,,,0,0,USD,0,115.3,USD,10,0,USD,0,115.3,USD,10
2026-03-24,2026-03-24,B0039YWFN4,,,,0,0,,,0,0,USD,0,0,USD,0,6.61,USD,1,0,USD,0
2026-03-24,2026-03-24,B004K9S3K6,,,,0,0,,,0,0,USD,0,821.67,USD,102,52.16,USD,7,183.35,USD,23
2026-03-24,2026-03-24,B004N0YB58,,,48,0,0,,,0,0,USD,0,257.37,USD,24,0,USD,0,43.88,USD,4
2026-03-24,2026-03-24,B00751XYN2,,,,0,0,,,0,0,USD,0,40.35,USD,5,0,USD,0,40.35,USD,5
2026-03-24,2026-03-24,B007BTTDSI,,,,0,0,,,0,0,USD,0,14042.22,USD,1979,0,USD,0,12018.18,USD,1732
2026-03-24,2026-03-24,B007MZ7VE4,,,1256,0,15.73,,,0,2433.2,USD,280,3548.19,USD,411,33.86,USD,4,967.26,USD,114
2026-03-24,2026-03-24,B007MZ7VHG,,,512,0,0,,,0,0,USD,0,26947.32,USD,3790,20.71,USD,3,17723.58,USD,2510
2026-03-24,2026-03-24,B009UOMMWQ,,,,0,0,,,0,0,USD,0,6053.34,USD,1299,18.64,USD,4,3714.02,USD,797
2026-03-24,2026-03-24,B009UOMNE8,,,168,0,0,,,0,0,USD,0,5562.05,USD,1696,6.56,USD,2,4584.61,USD,1398
2026-03-24,2026-03-24,B009UOMO8I,,,,0,0,,,0,0,USD,0,960.32,USD,130,0,USD,0,893.6,USD,122
2026-03-24,2026-03-24,B00D8MX6NA,,,794,0,0,,,0,0,USD,0,3096.36,USD,332,53.4,USD,6,94.76,USD,12
2026-03-24,2026-03-24,B00DTFLZK2,,,40,0,0,,,0,0,USD,0,1916.53,USD,209,9.17,USD,1,1283.8,USD,140
2026-03-24,2026-03-24,B00H3ILK92,,,,0,0,,,0,0,USD,0,85.56,USD,12,5217.11,USD,838,0,USD,0
2026-03-24,2026-03-24,B00HUBBDIK,,,7157,0,15.73,,,0,2214.72,USD,288,107824.1,USD,14920,158.63,USD,21,69066.5,USD,9880
2026-03-24,2026-03-24,B00IFV83MS,,,216,0,0,,,0,0,USD,0,4740.47,USD,588,86.69,USD,11,1673.07,USD,220
2026-03-24,2026-03-24,B00JYCPRSA,,,,0,0,,,0,0,USD,0,1574.99,USD,392,0,USD,0,1574.99,USD,392
2026-03-24,2026-03-24,B00JYCPX4I,,,160,0,0,,,0,0,USD,0,1707.34,USD,206,8.34,USD,1,241.6,USD,30
2026-03-24,2026-03-24,B00JYCPX7K,,,,0,0,,,0,0,USD,0,12353.33,USD,2285,13.68,USD,2,12241.14,USD,2272
2026-03-24,2026-03-24,B00RZUV264,,,8,0,0,,,0,0,USD,0,98.53,USD,10,0,USD,0,62.53,USD,6
2026-03-24,2026-03-24,B00SM2O0M2,,,,0,0,,,0,0,USD,0,7.48,USD,1,0,USD,0,7.48,USD,1
2026-03-24,2026-03-24,B010VIPY92,,,,0,0,,,0,0,USD,0,8.23,USD,1,0,USD,0,8.23,USD,1
2026-03-24,2026-03-24,B015RW315G,,,,0,0,,,0,0,USD,0,1566.77,USD,231,0,USD,0,495.1,USD,69
2026-03-24,2026-03-24,B018BDNC3O,,,,0,0,,,0,0,USD,0,6842.38,USD,836,0,USD,0,6834.04,USD,835
2026-03-24,2026-03-24,B01DWIZTMK,,,6662,0,15.79,,,0,152.13,USD,33,15241.8,USD,3356,78.37,USD,17,3470.68,USD,802
2026-03-24,2026-03-24,B01H12JILG,,,28,0,0,,,0,0,USD,0,183.68,USD,14,14.58,USD,1,81.62,USD,7
2026-03-24,2026-03-24,B01H12OXQG,,,8,0,0,,,0,0,USD,0,79.31,USD,6,0,USD,0,11.41,USD,1
2026-03-24,2026-03-24,B01MG8UQC7,,,,0,0,,,0,0,USD,0,4497.5,USD,514,7.85,USD,1,1435,USD,164
2026-03-24,2026-03-24,B01N02MNVQ,,,,0,0,,,0,0,USD,0,89590.17,USD,11521,84.75,USD,11,72116.07,USD,9323
2026-03-24,2026-03-24,B01N4SC603,,,,0,0,,,0,0,USD,0,555.06,USD,66,33.64,USD,4,555.06,USD,66
2026-03-24,2026-03-24,B01N6UHPSE,,,,0,0,,,0,0,USD,0,3109.35,USD,363,8.55,USD,1,3066.6,USD,358
2026-03-24,2026-03-24,B06XDGNL1G,,,,0,0,,,0,0,USD,0,8.41,USD,1,0,USD,0,8.41,USD,1
2026-03-24,2026-03-24,B06XN6CYLQ,,,,0,0,,,0,0,USD,0,539.36,USD,141,0,USD,0,416.88,USD,108
2026-03-24,2026-03-24,B06XWJ7X4Q,,,,0,0,,,0,0,USD,0,0,USD,0,153.72,USD,14,0,USD,0
2026-03-24,2026-03-24,B06XWV5X9N,,,568,0,0,,,0,0,USD,0,18327.11,USD,1315,13.97,USD,1,7444.48,USD,536
2026-03-24,2026-03-24,B073GHYJ2P,,,,0,0,,,0,0,USD,0,317.71,USD,32,0,USD,0,234.37,USD,23
2026-03-24,2026-03-24,B073GMP14X,,,,0,0,,,0,0,USD,0,11.53,USD,1,0,USD,0,11.53,USD,1
2026-03-24,2026-03-24,B073RP3K8P,,,,0,0,,,0,0,USD,0,32.61,USD,3,0,USD,0,32.61,USD,3
2026-03-24,2026-03-24,B0757SCJP1,,,12,0,0,,,0,0,USD,0,209,USD,22,0,USD,0,0,USD,0
2026-03-24,2026-03-24,B075PGHPTJ,,,,0,0,,,0,0,USD,0,24.3,USD,1,0,USD,0,24.3,USD,1
2026-03-24,2026-03-24,B075SR8ZVG,,,196,0,0,,,0,0,USD,0,7631.58,USD,1023,7.46,USD,1,37.3,USD,5
2026-03-24,2026-03-24,B075TG2Q7F,,,96,0,15.75,,,0,39,USD,4,907.36,USD,93,0,USD,0,0,USD,0
2026-03-24,2026-03-24,B076ZY7WDR,,,16,0,36.94,,,0,200.64,USD,16,10940.97,USD,873,11.25,USD,1,382.29,USD,31
2026-03-24,2026-03-24,B0779T7WJQ,,,60,0,0,,,0,0,USD,0,1029.13,USD,106,10.01,USD,1,338.44,USD,37
2026-03-24,2026-03-24,B077B8DC2W,,,1858,0,37.05,,,0,740.48,USD,64,10636.07,USD,920,11.57,USD,1,572.55,USD,50
2026-03-24,2026-03-24,B077B919QT,,,32,0,0,,,0,0,USD,0,1887.13,USD,170,0,USD,0,377.62,USD,37
2026-03-24,2026-03-24,B078TSRN4X,,,,0,0,,,0,0,USD,0,1122.22,USD,115,0,USD,0,97.6,USD,10
2026-03-24,2026-03-24,B079DDJPZS,,,1584,0,15.79,,,0,708.56,USD,136,3378.64,USD,677,0,USD,0,1495.27,USD,315
2026-03-24,2026-03-24,B079DDNN3K,,,2028,0,25.54,,,0,283.92,USD,52,4943.25,USD,961,5.46,USD,1,2581.92,USD,528
2026-03-24,2026-03-24,B079DF63FW,,,3241,0,19.75,,,0,2042.16,USD,508,7931.28,USD,1974,15.66,USD,4,196.8,USD,50
2026-03-24,2026-03-24,B079PTDHRL,,,,0,0,,,0,0,USD,0,45,USD,5,0,USD,0,45,USD,5
2026-03-24,2026-03-24,B079PXH2JV,,,12,0,0,,,0,0,USD,0,10.25,USD,1,0,USD,0,10.25,USD,1
2026-03-24,2026-03-24,B079PYXHZM,,,,0,0,,,0,0,USD,0,266.5,USD,26,0,USD,0,266.5,USD,26
2026-03-24,2026-03-24,B079Q19YV2,,,,0,0,,,0,0,USD,0,,,,,,,,,
2026-03-24,2026-03-24,B079QB84LZ,,,,0,0,,,0,0,USD,0,48.75,USD,5,0,USD,0,48.75,USD,5
2026-03-24,2026-03-24,B079QBGJ3J,,,,0,0,,,0,0,USD,0,23.25,USD,3,0,USD,0,23.25,USD,3
2026-03-24,2026-03-24,B07B3VMB75,,,,0,0,,,0,0,USD,0,2.85,USD,1,68.4,USD,24,2.85,USD,1
2026-03-24,2026-03-24,B07B3WP8RR,,,,0,0,,,0,0,USD,0,162.56,USD,58,0,USD,0,162.56,USD,58
2026-03-24,2026-03-24,B07B41TPFM,,,16,0,36.94,,,0,312.16,USD,16,14975.05,USD,769,0,USD,0,9278.13,USD,477
2026-03-24,2026-03-24,B07CZDPPVJ,,,120,0,15.75,,,0,86.4,USD,24,1138.23,USD,317,3.6,USD,1,533.43,USD,149
2026-03-24,2026-03-24,B07CZLJ4P3,,,,0,0,,,0,0,USD,0,282.96,USD,72,0,USD,0,282.96,USD,72
2026-03-24,2026-03-24,B07D43N9HZ,,,,0,0,,,0,0,USD,0,27,USD,4,0,USD,0,27,USD,4
2026-03-24,2026-03-24,B07DQ5D9F9,,,135,0,0,,,0,0,USD,0,5465.56,USD,537,0,USD,0,3654.67,USD,366
2026-03-24,2026-03-24,B07DQFZWCL,,,12,0,0,,,0,0,USD,0,6792.68,USD,531,26.1,USD,2,1236.88,USD,97
2026-03-24,2026-03-24,B07FZPJ18V,,,1950,0,36.96,,,0,1317.6,USD,360,10384.85,USD,2872,21.42,USD,6,3654.21,USD,1001
2026-03-24,2026-03-24,B07G7THY1T,,,,0,0,,,0,0,USD,0,6.89,USD,1,0,USD,0,6.89,USD,1
2026-03-24,2026-03-24,B07G7TSMWX,,,,0,0,,,0,0,USD,0,65.28,USD,8,9.09,USD,1,65.28,USD,8
2026-03-24,2026-03-24,B07G7XSTFS,,,,0,0,,,0,0,USD,0,34,USD,4,0,USD,0,34,USD,4
2026-03-24,2026-03-24,B07H78QP9M,,,,0,0,,,0,0,USD,0,24.85,USD,7,0,USD,0,24.85,USD,7
2026-03-24,2026-03-24,B07HHQHHCY,,,,0,0,,,0,0,USD,0,3907.71,USD,369,29.59,USD,3,84.72,USD,8
2026-03-24,2026-03-24,B07HHTYXDB,,,,0,0,,,0,0,USD,0,121,USD,10,0,USD,0,121,USD,10
2026-03-24,2026-03-24,B07HSFQMN7,,,,0,0,,,0,0,USD,0,703.74,USD,111,0,USD,0,525,USD,84
2026-03-24,2026-03-24,B07HSFZ3SG,,,,0,0,,,0,0,USD,0,92.52,USD,19,0,USD,0,92.52,USD,19
2026-03-24,2026-03-24,B07HSJ5R7V,,,3084,0,17.98,,,0,604.36,USD,116,2611.88,USD,566,0,USD,0,0,USD,0
2026-03-24,2026-03-24,B07HSJNSJR,,,11786,0,0,,,0,0,USD,0,5114.43,USD,1395,17.89,USD,5,2879.85,USD,795
2026-03-24,2026-03-24,B07HSN3YJL,,,2806,0,15.77,,,0,223.96,USD,44,5575.04,USD,1228,13.21,USD,3,2370.19,USD,515
2026-03-24,2026-03-24,B07J9Q4XV9,,,,0,0,,,0,0,USD,0,8562.96,USD,504,0,USD,0,3499.94,USD,206
2026-03-24,2026-03-24,B07KCXK3G2,,,,0,0,,,0,0,USD,0,2.61,USD,1,0,USD,0,2.61,USD,1
2026-03-24,2026-03-24,B07KCXPL6V,,,216,0,0,,,0,0,USD,0,418.8,USD,102,0,USD,0,106.86,USD,26
2026-03-24,2026-03-24,B07KD24XBS,,,192,0,15.79,,,0,98.4,USD,24,764.57,USD,203,0,USD,0,666.17,USD,179
2026-03-24,2026-03-24,B07KD4TX3F,,,,0,0,,,0,0,USD,0,0,USD,0,0,USD,0,0,USD,0
2026-03-24,2026-03-24,B07KK6T42T,,,,0,0,,,0,0,USD,0,141.67,USD,31,0,USD,0,13.71,USD,3
2026-03-24,2026-03-24,B07KK79D6D,,,,0,0,,,0,0,USD,0,358.03,USD,43,0,USD,0,358.03,USD,43
2026-03-24,2026-03-24,B07KY1WY5P,,,,0,0,,,0,0,USD,0,38.25,USD,3,12.75,USD,1,38.25,USD,3
2026-03-24,2026-03-24,B07MG5YVJX,,,,0,0,,,0,0,USD,0,25,USD,2,0,USD,0,25,USD,2
2026-03-24,2026-03-24,B07N13SJQB,,,26,0,0,,,0,0,USD,0,4293.16,USD,421,10.2,USD,1,2385.76,USD,234
2026-03-24,2026-03-24,B07N7ZB2X1,,,2838,0,36.67,,,0,28.14,USD,3,5703.62,USD,636,8.42,USD,1,3152.26,USD,364
2026-03-24,2026-03-24,B07N7ZQX9M,,,,0,0,,,0,0,USD,0,1893.75,USD,154,12.5,USD,1,1881.25,USD,153
2026-03-24,2026-03-24,B07NC89LMZ,,,,0,0,,,0,0,USD,0,36.25,USD,5,0,USD,0,36.25,USD,5
2026-03-24,2026-03-24,B07ND5CJP2,,,,0,0,,,0,0,USD,0,16.4,USD,1,0,USD,0,16.4,USD,1
2026-03-24,2026-03-24,B07NDHMKSD,,,,0,0,,,0,0,USD,0,18238.1,USD,2770,0,USD,0,18173.4,USD,2760
2026-03-24,2026-03-24,B07NDHQZ96,,,,0,0,,,0,0,USD,0,1328.91,USD,205,0,USD,0,1328.91,USD,205
2026-03-24,2026-03-24,B07NRFGZG4,,,,0,0,,,0,0,USD,0,8.52,USD,3,0,USD,0,8.52,USD,3
2026-03-24,2026-03-24,B07P928YLJ,,,,0,0,,,0,0,USD,0,14.28,USD,2,0,USD,0,14.28,USD,2
2026-03-24,2026-03-24,B07PDJ6Z9L,,,120,0,0,,,0,0,USD,0,13768.59,USD,2639,37.35,USD,7,12077.85,USD,2336
2026-03-24,2026-03-24,B07PFG1RVP,,,,0,0,,,0,0,USD,0,0,USD,0,5.18,USD,2,0,USD,0
2026-03-24,2026-03-24,B07PP8CLLB,,,42,0,26.17,,,0,50.16,USD,6,493.24,USD,59,0,USD,0,0,USD,0
2026-03-24,2026-03-24,B07PPD8Q8V,,,180,0,0,,,0,0,USD,0,36849.05,USD,4145,35.56,USD,4,7716.52,USD,868
2026-03-24,2026-03-24,B07PQHZF2Y,,,72,0,15.67,,,0,38.46,USD,3,423.06,USD,33,11.5,USD,1,0,USD,0
2026-03-24,2026-03-24,B07QB9MX8P,,,588,0,15.79,,,0,519.36,USD,96,12872.24,USD,2384,43.28,USD,8,1812.58,USD,338
2026-03-24,2026-03-24,B07QGH299S,,,,0,0,,,0,0,USD,0,17.25,USD,3,0,USD,0,17.25,USD,3
2026-03-24,2026-03-24,B07QGH4DVH,,,502,0,37.15,,,0,187.2,USD,48,9796.8,USD,2512,3.9,USD,1,323.7,USD,83
2026-03-24,2026-03-24,B07QSCH73L,,,,0,0,,,0,0,USD,0,0,USD,0,191.52,USD,24,0,USD,0
2026-03-24,2026-03-24,B07R9PTGXN,,,884,0,0,,,0,0,USD,0,442.16,USD,52,8.64,USD,1,165.68,USD,20
2026-03-24,2026-03-24,B07V2LTV4R,,,,0,0,,,0,0,USD,0,3536.25,USD,315,0,USD,0,1812.57,USD,153
2026-03-24,2026-03-24,B07V5TGM2Q,,,456,0,34.23,,,0,191.4,USD,60,5538.02,USD,1768,12.57,USD,4,1393.73,USD,437
2026-03-24,2026-03-24,B07VKPJ87J,,,,0,0,,,0,0,USD,0,4733.34,USD,306,0,USD,0,1578.19,USD,97
2026-03-24,2026-03-24,B07VVDXJ98,,,,0,0,,,0,0,USD,0,218.5,USD,23,0,USD,0,218.5,USD,23
2026-03-24,2026-03-24,B07VZNYQGN,,,332,0,15.7,,,0,257.4,USD,20,6036.04,USD,469,51.48,USD,4,308.89,USD,24
2026-03-24,2026-03-24,B07VZPCHCV,,,,0,0,,,0,0,USD,0,1517.88,USD,130,0,USD,0,1176.06,USD,103
2026-03-24,2026-03-24,B07WZW46JX,,,1220,0,36.89,,,0,3914.24,USD,352,36891.04,USD,3321,142.28,USD,13,7489.76,USD,677
2026-03-24,2026-03-24,B07XZW9ZBM,,,,0,0,,,0,0,USD,0,,,,,,,,,
2026-03-24,2026-03-24,B07XZWFKMB,,,,0,0,,,0,0,USD,0,0,USD,0,25.95,USD,5,0,USD,0
2026-03-24,2026-03-24,B07XZX6HXF,,,258,0,0,,,0,0,USD,0,1209.5,USD,205,0,USD,0,247.8,USD,42
2026-03-24,2026-03-24,B07ZK4RFHD,,,2268,0,15.75,,,0,18.72,USD,4,3345.72,USD,715,9.36,USD,2,3228.72,USD,690
2026-03-24,2026-03-24,B07ZK55B22,,,,0,0,,,0,0,USD,0,14.68,USD,4,0,USD,0,14.68,USD,4
2026-03-24,2026-03-24,B07ZK55SVC,,,228,0,0,,,0,0,USD,0,4098.85,USD,245,0,USD,0,117.11,USD,7
2026-03-24,2026-03-24,B07ZK55T38,,,398,0,0,,,0,0,USD,0,8919.19,USD,1559,11.62,USD,2,1521.45,USD,285
2026-03-24,2026-03-24,B07ZK596HV,,,39,0,0,,,0,0,USD,0,2166.2,USD,320,0,USD,0,738.2,USD,110
2026-03-24,2026-03-24,B07ZWDGT79,,,432,0,0,,,0,0,USD,0,5804.25,USD,545,21.3,USD,2,1033.05,USD,97
2026-03-24,2026-03-24,B0849HCYJ6,,,,0,0,,,0,0,USD,0,8802.21,USD,841,21.46,USD,2,534.03,USD,51
2026-03-24,2026-03-24,B084C5XNYT,,,,0,0,,,0,0,USD,0,101.65,USD,19,5.35,USD,1,101.65,USD,19
2026-03-24,2026-03-24,B084DC7GR8,,,30,0,0,,,0,0,USD,0,2334.1,USD,246,28.62,USD,3,1857.1,USD,196
2026-03-24,2026-03-24,B084DCY6Q6,,,,0,0,,,0,0,USD,0,28.14,USD,2,0,USD,0,28.14,USD,2
2026-03-24,2026-03-24,B084DZ44KR,,,,0,0,,,0,0,USD,0,209.29,USD,19,0,USD,0,86.77,USD,8
2026-03-24,2026-03-24,B084DZ9YKG,,,16,0,0,,,0,0,USD,0,2030.88,USD,159,0,USD,0,1180.8,USD,90
2026-03-24,2026-03-24,B084DZC34B,,,100,0,36.94,,,0,162.72,USD,16,2748.4,USD,275,20.36,USD,2,1995.78,USD,201
2026-03-24,2026-03-24,B084DZFGZ6,,,1520,0,15.71,,,0,213.36,USD,24,6836.2,USD,770,133.35,USD,15,2080.05,USD,235
2026-03-24,2026-03-24,B085H7SDHD,,,,0,0,,,0,0,USD,0,262.7,USD,54,0,USD,0,262.7,USD,54
2026-03-24,2026-03-24,B0866QQHH8,,,18,0,15.67,,,0,29.7,USD,6,238.59,USD,52,0,USD,0,75.24,USD,19
2026-03-24,2026-03-24,B0866S52S1,,,,0,0,,,0,0,USD,0,5.2,USD,1,0,USD,0,5.2,USD,1
2026-03-24,2026-03-24,B086W79KK2,,,66,0,0,,,0,0,USD,0,,,,,,,,,
2026-03-24,2026-03-24,B0875Z9QNV,,,16,0,0,,,0,0,USD,0,338.1,USD,33,10.5,USD,1,96.6,USD,10
2026-03-24,2026-03-24,B087F2K7NY,,,,0,0,,,0,0,USD,0,22.56,USD,3,7.11,USD,1,22.56,USD,3
2026-03-24,2026-03-24,B087F3B6NN,,,,0,0,,,0,0,USD,0,33.08,USD,8,0,USD,0,33.08,USD,8
2026-03-24,2026-03-24,B0888XDN6R,,,,0,0,,,0,0,USD,0,15.45,USD,3,0,USD,0,15.45,USD,3
2026-03-24,2026-03-24,B0888XPMP5,,,,0,0,,,0,0,USD,0,24.66,USD,6,0,USD,0,24.66,USD,6
2026-03-24,2026-03-24,B0889H4NWW,,,,0,0,,,0,0,USD,0,1071.51,USD,191,28.05,USD,5,1071.51,USD,191
2026-03-24,2026-03-24,B089DN6RSH,,,102,0,0,,,0,0,USD,0,3262.41,USD,420,8.08,USD,1,1441.77,USD,192
2026-03-24,2026-03-24,B08B42NJG2,,,,0,0,,,0,0,USD,0,0,USD,0,37.05,USD,3,0,USD,0
2026-03-24,2026-03-24,B08B42P9JQ,,,48,0,0,,,0,0,USD,0,1074.71,USD,119,18.22,USD,2,682.98,USD,76
2026-03-24,2026-03-24,B08B43Y7DK,,,88,0,0,,,0,0,USD,0,1346.16,USD,142,0,USD,0,1346.16,USD,142
2026-03-24,2026-03-24,B08CJZBFG6,,,30,0,0,,,0,0,USD,0,182.35,USD,27,0,USD,0,42.9,USD,6
2026-03-24,2026-03-24,B08CK2F4SL,,,,0,0,,,0,0,USD,0,2009.62,USD,588,0,USD,0,1692.84,USD,496
