start_date,end_date,asin,sourceable_product_out_of_stock_rate,procurable_product_out_of_stock_rate,open_purchase_order_units,receive_fill_rate,average_vendor_lead_time_days,sell_through_rate,unfilled_customer_ordered_units,vendor_confirmation_rate,net_received_inventory_cost_amount,net_received_inventory_cost_currency_code,net_received_inventory_units,sellable_on_hand_inventory_cost_amount,sellable_on_hand_inventory_cost_currency_code,sellable_on_hand_inventory_units,unsellable_on_hand_inventory_cost_amount,unsellable_on_hand_inventory_cost_currency_code,unsellable_on_hand_inventory_units,aged_90_plus_days_sellable_inventory_cost_amount,aged_90_plus_days_sellable_inventory_cost_currency_code,aged_90_plus_days_sellable_inventory_units
2026-03-22,2026-03-22,B000MAIC1M,,,,0,0,,,0,0,USD,0,296.66,USD,27,0,USD,0,296.66,USD,27
2026-03-22,2026-03-22,B0034CXR6K,,,0,1,0,,,1,0,USD,0,126.83,USD,11,0,USD,0,126.83,USD,11
2026-03-22,2026-03-22,B0039YWFN4,,,,0,0,,,0,0,USD,0,0,USD,0,6.61,USD,1,0,USD,0
2026-03-22,2026-03-22,B004K9S3K6,,,,0,0,,,0,0,USD,0,1120.63,USD,139,44.08,USD,6,191.43,USD,24
2026-03-22,2026-03-22,B004N0YB58,,,40,1,0,,,1,0,USD,0,334.16,USD,31,0,USD,0,43.88,USD,4
2026-03-22,2026-03-22,B00751XYN2,,,,0,0,,,0,0,USD,0,40.35,USD,5,0,USD,0,40.35,USD,5
2026-03-22,2026-03-22,B007BTTDSI,,,,0,0,,,0,0,USD,0,14326.26,USD,2018,0,USD,0,12244.68,USD,1764
2026-03-22,2026-03-22,B007MZ7VE4,,,1232,1,0,,,1,0,USD,0,1141.06,USD,134,33.86,USD,4,1036.78,USD,122
2026-03-22,2026-03-22,B007MZ7VHG,,,76,1.0046,0,,,1,0,USD,0,27443.89,USD,3859,13.5,USD,2,18162.47,USD,2571
2026-03-22,2026-03-22,B009UOMMWQ,,,,0,0,,,0,0,USD,0,6263.04,USD,1344,18.64,USD,4,3714.02,USD,797
2026-03-22,2026-03-22,B009UOMNE8,,,168,0,0,,,0,0,USD,0,5781.81,USD,1763,6.56,USD,2,4489.49,USD,1369
2026-03-22,2026-03-22,B009UOMO8I,,,,0,0,,,0,0,USD,0,968.66,USD,131,0,USD,0,901.94,USD,123
2026-03-22,2026-03-22,B00D8MX6NA,,,805,0,20.25,,,0,75.04,USD,8,3302.72,USD,354,53.4,USD,6,94.76,USD,12
2026-03-22,2026-03-22,B00DTFLZK2,,,0,1,0,,,1,0,USD,0,1953.21,USD,213,9.17,USD,1,1311.31,USD,143
2026-03-22,2026-03-22,B00H3ILK92,,,,0,0,,,0,0,USD,0,85.56,USD,12,5228.23,USD,840,0,USD,0
2026-03-22,2026-03-22,B00HUBBDIK,,,2552,1.2484,0,,,0.6875,0,USD,0,108780.69,USD,15054,99.97,USD,13,70338.38,USD,10055
2026-03-22,2026-03-22,B00IFV83MS,,,216,0.9954,20.26,,,1,1801.44,USD,216,6507.69,USD,800,78.35,USD,10,1780.63,USD,233
2026-03-22,2026-03-22,B00JYCPRSA,,,,0,0,,,0,0,USD,0,1578.99,USD,393,0,USD,0,1578.99,USD,393
2026-03-22,2026-03-22,B00JYCPX4I,,,160,0,0,,,0,0,USD,0,1740.7,USD,210,0,USD,0,249.94,USD,31
2026-03-22,2026-03-22,B00JYCPX7K,,,,0,0,,,0,0,USD,0,12500.61,USD,2317,13.68,USD,2,12407.79,USD,2305
2026-03-22,2026-03-22,B00RZUV264,,,8,0,0,,,0,0,USD,0,98.53,USD,10,0,USD,0,62.53,USD,6
2026-03-22,2026-03-22,B00SM2O0M2,,,,0,0,,,0,0,USD,0,7.48,USD,1,0,USD,0,7.48,USD,1
2026-03-22,2026-03-22,B010VIPY92,,,,0,0,,,0,0,USD,0,8.23,USD,1,0,USD,0,8.23,USD,1
2026-03-22,2026-03-22,B015RW315G,,,,0,0,,,0,0,USD,0,1566.77,USD,231,0,USD,0,451.96,USD,63
2026-03-22,2026-03-22,B018BDNC3O,,,,0,0,,,0,0,USD,0,6981.58,USD,853,0,USD,0,6973.24,USD,852
2026-03-22,2026-03-22,B01DWIZTMK,,,3102,1.2048,20.27,,,0.8119,728.38,USD,158,17270.78,USD,3800,73.76,USD,16,3817.01,USD,881
2026-03-22,2026-03-22,B01H12JILG,,,24,1,0,,,1,0,USD,0,195.34,USD,15,14.58,USD,1,93.28,USD,8
2026-03-22,2026-03-22,B01H12OXQG,,,8,0,0,,,0,0,USD,0,90.17,USD,7,0,USD,0,22.27,USD,2
2026-03-22,2026-03-22,B01MG8UQC7,,,,0,0,,,0,0,USD,0,4480,USD,512,7.85,USD,1,1417.5,USD,162
2026-03-22,2026-03-22,B01N02MNVQ,,,,0,0,,,0,0,USD,0,90163.66,USD,11596,90,USD,12,73023.46,USD,9440
2026-03-22,2026-03-22,B01N4SC603,,,,0,0,,,0,0,USD,0,555.06,USD,66,33.64,USD,4,555.06,USD,66
2026-03-22,2026-03-22,B01N6UHPSE,,,,0,0,,,0,0,USD,0,3083.7,USD,360,8.55,USD,1,3040.95,USD,355
2026-03-22,2026-03-22,B06XDGNL1G,,,,0,0,,,0,0,USD,0,8.41,USD,1,0,USD,0,8.41,USD,1
2026-03-22,2026-03-22,B06XN6CYLQ,,,0,0,0,,,0,0,USD,0,558.8,USD,146,0,USD,0,420.32,USD,109
2026-03-22,2026-03-22,B06XWJ7X4Q,,,,0,0,,,0,0,USD,0,0,USD,0,153.72,USD,14,0,USD,0
2026-03-22,2026-03-22,B06XWV5X9N,,,568,0,0,,,0,0,USD,0,18508.72,USD,1328,13.97,USD,1,7388.6,USD,532
2026-03-22,2026-03-22,B073GHYJ2P,,,,0,0,,,0,0,USD,0,317.71,USD,32,0,USD,0,234.37,USD,23
2026-03-22,2026-03-22,B073GMP14X,,,,0,0,,,0,0,USD,0,11.53,USD,1,0,USD,0,11.53,USD,1
2026-03-22,2026-03-22,B073RP3K8P,,,,0,0,,,0,0,USD,0,32.61,USD,3,0,USD,0,32.61,USD,3
2026-03-22,2026-03-22,B0757SCJP1,,,12,0,0,,,0,0,USD,0,218.5,USD,23,0,USD,0,0,USD,0
2026-03-22,2026-03-22,B075PGHPTJ,,,,0,0,,,0,0,USD,0,24.3,USD,1,0,USD,0,24.3,USD,1
2026-03-22,2026-03-22,B075SR8ZVG,,,120,1,0,,,1,0,USD,0,7765.86,USD,1041,14.92,USD,2,44.76,USD,6
2026-03-22,2026-03-22,B075TG2Q7F,,,92,1,20.25,,,1,39,USD,4,926.9,USD,95,0,USD,0,0,USD,0
2026-03-22,2026-03-22,B076ZY7WDR,,,16,0,0,,,0,0,USD,0,10803.03,USD,862,11.25,USD,1,394.83,USD,32
2026-03-22,2026-03-22,B0779T7WJQ,,,57,1,0,,,1,0,USD,0,1048.12,USD,108,0,USD,0,347.42,USD,38
2026-03-22,2026-03-22,B077B8DC2W,,,406,1.0014,20.25,,,0.5608,277.68,USD,24,10209.17,USD,883,11.57,USD,1,539.03,USD,47
2026-03-22,2026-03-22,B077B919QT,,,16,1,0,,,1,0,USD,0,1932.49,USD,174,0,USD,0,366.27,USD,36
2026-03-22,2026-03-22,B078TSRN4X,,,,0,0,,,0,0,USD,0,1188.51,USD,122,0,USD,0,115.1,USD,12
2026-03-22,2026-03-22,B079DDJPZS,,,576,1.0297,0,,,1.001,0,USD,0,2639.83,USD,540,0,USD,0,1726.05,USD,364
2026-03-22,2026-03-22,B079DDNN3K,,,928,0.9883,20.25,,,1,65.52,USD,12,5373.15,USD,1046,10.35,USD,2,2860.65,USD,585
2026-03-22,2026-03-22,B079DF63FW,,,3248,0,20.25,,,0,16.08,USD,4,8180.4,USD,2039,15.66,USD,4,606.72,USD,155
2026-03-22,2026-03-22,B079PTDHRL,,,,0,0,,,0,0,USD,0,45,USD,5,0,USD,0,45,USD,5
2026-03-22,2026-03-22,B079PXH2JV,,,0,1,0,,,1,0,USD,0,10.25,USD,1,0,USD,0,10.25,USD,1
2026-03-22,2026-03-22,B079PYXHZM,,,,0,0,,,0,0,USD,0,276.75,USD,27,0,USD,0,276.75,USD,27
2026-03-22,2026-03-22,B079Q19YV2,,,,0,0,,,0,0,USD,0,,,,,,,,,
2026-03-22,2026-03-22,B079QB84LZ,,,,0,0,,,0,0,USD,0,48.75,USD,5,0,USD,0,48.75,USD,5
2026-03-22,2026-03-22,B079QBGJ3J,,,,0,0,,,0,0,USD,0,23.25,USD,3,0,USD,0,23.25,USD,3
2026-03-22,2026-03-22,B07B3VMB75,,,,0,0,,,0,0,USD,0,2.85,USD,1,68.4,USD,24,2.85,USD,1
2026-03-22,2026-03-22,B07B3WP8RR,,,,0,0,,,0,0,USD,0,168.06,USD,60,0,USD,0,168.06,USD,60
2026-03-22,2026-03-22,B07B41TPFM,,,16,0,0,,,0,0,USD,0,15131.13,USD,777,0,USD,0,9453.72,USD,486
2026-03-22,2026-03-22,B07CZDPPVJ,,,120,0,0,,,0,0,USD,0,1030.23,USD,287,14.4,USD,4,497.43,USD,139
2026-03-22,2026-03-22,B07CZLJ4P3,,,,0,0,,,0,0,USD,0,282.96,USD,72,0,USD,0,282.96,USD,72
2026-03-22,2026-03-22,B07D43N9HZ,,,,0,0,,,0,0,USD,0,27,USD,4,0,USD,0,27,USD,4
2026-03-22,2026-03-22,B07DQ5D9F9,,,15,0,0,,,0,0,USD,0,5370.25,USD,528,0,USD,0,3686.44,USD,369
2026-03-22,2026-03-22,B07DQFZWCL,,,12,0,0,,,0,0,USD,0,6843.58,USD,535,26.1,USD,2,1262.98,USD,99
2026-03-22,2026-03-22,B07FZPJ18V,,,1950,0,0,,,0,0,USD,0,9162.45,USD,2538,21.42,USD,6,3745.71,USD,1026
2026-03-22,2026-03-22,B07G7THY1T,,,,0,0,,,0,0,USD,0,6.89,USD,1,0,USD,0,6.89,USD,1
2026-03-22,2026-03-22,B07G7TSMWX,,,,0,0,,,0,0,USD,0,65.28,USD,8,9.09,USD,1,65.28,USD,8
2026-03-22,2026-03-22,B07G7XSTFS,,,,0,0,,,0,0,USD,0,34,USD,4,0,USD,0,34,USD,4
2026-03-22,2026-03-22,B07H78QP9M,,,,0,0,,,0,0,USD,0,24.85,USD,7,0,USD,0,24.85,USD,7
2026-03-22,2026-03-22,B07HHQHHCY,,,,0,0,,,0,0,USD,0,3992.43,USD,377,29.59,USD,3,84.72,USD,8
2026-03-22,2026-03-22,B07HHTYXDB,,,,0,0,,,0,0,USD,0,121,USD,10,0,USD,0,121,USD,10
2026-03-22,2026-03-22,B07HSFQMN7,,,,0,0,,,0,0,USD,0,709.99,USD,112,0,USD,0,531.25,USD,85
2026-03-22,2026-03-22,B07HSFZ3SG,,,,0,0,,,0,0,USD,0,103.44,USD,21,0,USD,0,103.44,USD,21
2026-03-22,2026-03-22,B07HSJ5R7V,,,1432,1.0061,0,,,0.5974,0,USD,0,698.85,USD,144,4.38,USD,1,24.46,USD,5
2026-03-22,2026-03-22,B07HSJNSJR,,,4330,1.041,0,,,0.7661,0,USD,0,5324.28,USD,1448,14.16,USD,4,3254.96,USD,892
2026-03-22,2026-03-22,B07HSN3YJL,,,1186,1.0468,20.25,,,1,20.36,USD,4,6090.94,USD,1342,13.21,USD,3,2689.68,USD,584
2026-03-22,2026-03-22,B07J9Q4XV9,,,,0,0,,,0,0,USD,0,8732.86,USD,514,0,USD,0,3448.97,USD,203
2026-03-22,2026-03-22,B07KCXK3G2,,,,0,0,,,0,0,USD,0,2.61,USD,1,0,USD,0,2.61,USD,1
2026-03-22,2026-03-22,B07KCXPL6V,,,216,1,20.25,,,1,98.4,USD,24,418.85,USD,102,0,USD,0,119.19,USD,29
2026-03-22,2026-03-22,B07KD24XBS,,,192,0,0,,,0,0,USD,0,681.35,USD,183,0,USD,0,681.35,USD,183
2026-03-22,2026-03-22,B07KD4TX3F,,,,0,0,,,0,0,USD,0,0,USD,0,0,USD,0,0,USD,0
2026-03-22,2026-03-22,B07KK6T42T,,,,0,0,,,0,0,USD,0,173.66,USD,38,0,USD,0,18.28,USD,4
2026-03-22,2026-03-22,B07KK79D6D,,,,0,0,,,0,0,USD,0,358.03,USD,43,0,USD,0,358.03,USD,43
2026-03-22,2026-03-22,B07KY1WY5P,,,,0,0,,,0,0,USD,0,38.25,USD,3,12.75,USD,1,38.25,USD,3
2026-03-22,2026-03-22,B07MG5YVJX,,,,0,0,,,0,0,USD,0,25,USD,2,0,USD,0,25,USD,2
2026-03-22,2026-03-22,B07N13SJQB,,,10,1,0,,,1,0,USD,0,4323.76,USD,424,10.2,USD,1,2436.76,USD,239
2026-03-22,2026-03-22,B07N7ZB2X1,,,1875,1,20.17,,,0.8509,56.28,USD,6,6618.08,USD,734,8.42,USD,1,3644.62,USD,417
2026-03-22,2026-03-22,B07N7ZQX9M,,,,0,0,,,0,0,USD,0,1967.5,USD,160,12.5,USD,1,1967.5,USD,160
2026-03-22,2026-03-22,B07NC89LMZ,,,,0,0,,,0,0,USD,0,36.25,USD,5,0,USD,0,36.25,USD,5
2026-03-22,2026-03-22,B07ND5CJP2,,,,0,0,,,0,0,USD,0,16.4,USD,1,0,USD,0,16.4,USD,1
2026-03-22,2026-03-22,B07NDHMKSD,,,,0,0,,,0,0,USD,0,18404.44,USD,2795,0,USD,0,18333.27,USD,2784
2026-03-22,2026-03-22,B07NDHQZ96,,,,0,0,,,0,0,USD,0,1335.12,USD,206,0,USD,0,1335.12,USD,206
2026-03-22,2026-03-22,B07NRFGZG4,,,,0,0,,,0,0,USD,0,8.52,USD,3,0,USD,0,8.52,USD,3
2026-03-22,2026-03-22,B07P928YLJ,,,,0,0,,,0,0,USD,0,14.28,USD,2,0,USD,0,14.28,USD,2
2026-03-22,2026-03-22,B07PDJ6Z9L,,,48,1,0,,,1,0,USD,0,14118.42,USD,2702,47.37,USD,9,12327.24,USD,2381
2026-03-22,2026-03-22,B07PFG1RVP,,,,0,0,,,0,0,USD,0,0,USD,0,5.18,USD,2,0,USD,0
2026-03-22,2026-03-22,B07PP8CLLB,,,39,1,0,,,1,0,USD,0,443.08,USD,53,0,USD,0,0,USD,0
2026-03-22,2026-03-22,B07PPD8Q8V,,,180,0,0,,,0,0,USD,0,36849.05,USD,4145,26.67,USD,3,8187.69,USD,921
2026-03-22,2026-03-22,B07PQHZF2Y,,,21,1,0,,,1,0,USD,0,461.52,USD,36,11.5,USD,1,0,USD,0
2026-03-22,2026-03-22,B07QB9MX8P,,,504,1,20.25,,,1,64.92,USD,12,12660.03,USD,2345,27.05,USD,5,1849.25,USD,345
2026-03-22,2026-03-22,B07QGH299S,,,,0,0,,,0,0,USD,0,17.25,USD,3,0,USD,0,17.25,USD,3
2026-03-22,2026-03-22,B07QGH4DVH,,,454,0.9792,0,,,1,0,USD,0,9660.3,USD,2477,3.9,USD,1,319.8,USD,82
2026-03-22,2026-03-22,B07QSCH73L,,,,0,0,,,0,0,USD,0,0,USD,0,191.52,USD,24,0,USD,0
2026-03-22,2026-03-22,B07R9PTGXN,,,884,0,0,,,0,0,USD,0,459.44,USD,54,8.64,USD,1,174.32,USD,21
2026-03-22,2026-03-22,B07V2LTV4R,,,,0,0,,,0,0,USD,0,3580.68,USD,319,0,USD,0,1822.18,USD,154
2026-03-22,2026-03-22,B07V5TGM2Q,,,348,1,20.25,,,1,38.28,USD,12,5488.72,USD,1754,12.57,USD,4,1460.72,USD,458
2026-03-22,2026-03-22,B07VKPJ87J,,,,0,0,,,0,0,USD,0,4811.77,USD,311,0,USD,0,1252.79,USD,77
2026-03-22,2026-03-22,B07VVDXJ98,,,,0,0,,,0,0,USD,0,218.5,USD,23,0,USD,0,218.5,USD,23
2026-03-22,2026-03-22,B07VZNYQGN,,,192,0.9714,0,,,1,0,USD,0,6126.14,USD,476,77.22,USD,6,321.77,USD,25
2026-03-22,2026-03-22,B07VZPCHCV,,,,0,0,,,0,0,USD,0,1528.51,USD,131,0,USD,0,1186.69,USD,104
2026-03-22,2026-03-22,B07WZW46JX,,,832,1,0,,,1,0,USD,0,33354.88,USD,3003,131.16,USD,12,7423.04,USD,671
2026-03-22,2026-03-22,B07XZW9ZBM,,,0,0,0,,,0,0,USD,0,,,,,,,,,
2026-03-22,2026-03-22,B07XZWFKMB,,,,0,0,,,0,0,USD,0,20.76,USD,4,5.19,USD,1,20.76,USD,4
2026-03-22,2026-03-22,B07XZX6HXF,,,174,1,0,,,1,0,USD,0,1374.7,USD,233,11.8,USD,2,295,USD,50
2026-03-22,2026-03-22,B07ZK4RFHD,,,168,1.0105,0,,,0.8629,0,USD,0,3958.8,USD,846,14.04,USD,3,3865.2,USD,826
2026-03-22,2026-03-22,B07ZK55B22,,,,0,0,,,0,0,USD,0,14.68,USD,4,0,USD,0,14.68,USD,4
2026-03-22,2026-03-22,B07ZK55SVC,,,220,1,0,,,1,0,USD,0,4282.88,USD,256,0,USD,0,150.57,USD,9
2026-03-22,2026-03-22,B07ZK55T38,,,222,1,0,,,1,0,USD,0,9200.28,USD,1608,5.81,USD,1,1591.58,USD,298
2026-03-22,2026-03-22,B07ZK596HV,,,0,1,0,,,1,0,USD,0,2295.4,USD,339,0,USD,0,758.6,USD,113
2026-03-22,2026-03-22,B07ZWDGT79,,,108,0.9846,0,,,1,0,USD,0,6379.35,USD,599,21.3,USD,2,1139.55,USD,107
2026-03-22,2026-03-22,B0849HCYJ6,,,,0,0,,,0,0,USD,0,8972.81,USD,857,21.46,USD,2,448.19,USD,43
2026-03-22,2026-03-22,B084C5XNYT,,,,0,0,,,0,0,USD,0,96.3,USD,18,5.35,USD,1,96.3,USD,18
2026-03-22,2026-03-22,B084DC7GR8,,,27,1,0,,,1,0,USD,0,2362.72,USD,249,28.62,USD,3,1876.18,USD,198
2026-03-22,2026-03-22,B084DCY6Q6,,,,0,0,,,0,0,USD,0,28.14,USD,2,0,USD,0,28.14,USD,2
2026-03-22,2026-03-22,B084DZ44KR,,,,0,0,,,0,0,USD,0,209.29,USD,19,0,USD,0,86.77,USD,8
2026-03-22,2026-03-22,B084DZ9YKG,,,12,1,0,,,1,0,USD,0,2068.4,USD,162,0,USD,0,1180.8,USD,90
2026-03-22,2026-03-22,B084DZC34B,,,76,1,20.25,,,1,40.68,USD,4,2787.09,USD,279,20.36,USD,2,2075.12,USD,209
2026-03-22,2026-03-22,B084DZFGZ6,,,824,0.9986,20.25,,,1,35.56,USD,4,7893.76,USD,889,124.46,USD,14,2328.97,USD,263
2026-03-22,2026-03-22,B085H7SDHD,,,,0,0,,,0,0,USD,0,267.19,USD,55,0,USD,0,267.19,USD,55
2026-03-22,2026-03-22,B0866QQHH8,,,18,0,0,,,0,0,USD,0,212.85,USD,47,0,USD,0,79.2,USD,20
2026-03-22,2026-03-22,B0866S52S1,,,,0,0,,,0,0,USD,0,5.2,USD,1,0,USD,0,5.2,USD,1
2026-03-22,2026-03-22,B086W79KK2,,,0,1,0,,,1,0,USD,0,,,,,,,,,
2026-03-22,2026-03-22,B0875Z9QNV,,,16,0,0,,,0,0,USD,0,346.92,USD,34,10.5,USD,1,105.42,USD,11
2026-03-22,2026-03-22,B087F2K7NY,,,,0,0,,,0,0,USD,0,22.56,USD,3,7.11,USD,1,22.56,USD,3
2026-03-22,2026-03-22,B087F3B6NN,,,,0,0,,,0,0,USD,0,33.08,USD,8,0,USD,0,33.08,USD,8
2026-03-22,2026-03-22,B0888XDN6R,,,,0,0,,,0,0,USD,0,15.45,USD,3,0,USD,0,15.45,USD,3
2026-03-22,2026-03-22,B0888XPMP5,,,,0,0,,,0,0,USD,0,24.66,USD,6,0,USD,0,24.66,USD,6
2026-03-22,2026-03-22,B0889H4NWW,,,,0,0,,,0,0,USD,0,1071.51,USD,191,28.05,USD,5,1071.51,USD,191
2026-03-22,2026-03-22,B089DN6RSH,,,102,0,0,,,0,0,USD,0,3310.89,USD,426,8.08,USD,1,1466.01,USD,195
2026-03-22,2026-03-22,B08B42NJG2,,,,0,0,,,0,0,USD,0,0,USD,0,37.05,USD,3,0,USD,0
2026-03-22,2026-03-22,B08B42P9JQ,,,48,0,0,,,0,0,USD,0,1092.93,USD,121,18.22,USD,2,719.42,USD,80
2026-03-22,2026-03-22,B08B43Y7DK,,,88,0,0,,,0,0,USD,0,1317.72,USD,139,0,USD,0,1317.72,USD,139
2026-03-22,2026-03-22,B08CJZBFG6,,,30,0,0,,,0,0,USD,0,182.35,USD,27,0,USD,0,42.9,USD,6
2026-03-22,2026-03-22,B08CK2F4SL,,,,0,0,,,0,0,USD,0,2019.66,USD,591,0,USD,0,1716.63,USD,503
2026-03-22,2026-03-22,B08CK3G9NT,,,4,0,0,,,0,0,USD,0,84.6,USD,10,0,USD,0,47,USD,6
2026-03-22,2026-03-22,B08CK5L53L,,,,0,0,,,0,0,USD,0,1987.34,USD,590,0,USD,0,1952.9,USD,580
2026-03-22,2026-03-22,B08CWRNH2J,,,8,1,0,,,1,0,USD,0,74.25,USD,15,0,USD,0,0,USD,0
2026-03-22,2026-03-22,B08CWXNRGR,,,92,1,0,,,1,0,USD,0,1813.99,USD,188,0,USD,0,1410.31,USD,144
2026-03-22,2026-03-22,B08CX14HLP,,,412,0,0,,,0,0,USD,0,14380.5,USD,1440,0,USD,0,3813.06,USD,394
2026-03-22,2026-03-22,B08CX5168M,,,,0,0,,,0,0,USD,0,473.97,USD,55,0,USD,0,473.97,USD,55
2026-03-22,2026-03-22,B08CX9FXD2,,,164,0,0,,,0,0,USD,0,938.18,USD,122,7.69,USD,1,207.63,USD,27
2026-03-22,2026-03-22,B08CXCHTB8,,,,0,0,,,0,0,USD,0,846.61,USD,73,0,USD,0,846.61,USD,73
2026-03-22,2026-03-22,B08FPBY5P2,,,132,1.25,0,,,0.8,0,USD,0,26956.25,USD,4313,6.25,USD,1,26931.25,USD,4309
2026-03-22,2026-03-22,B08FPMQXZQ,,,,0,0,,,0,0,USD,0,781.02,USD,54,0,USD,0,533.16,USD,36
2026-03-22,2026-03-22,B08FPS18T7,,,24,0,0,,,0,0,USD,0,,,,,,,,,
2026-03-22,2026-03-22,B08FPTD1CB,,,,0,0,,,0,0,USD,0,1162.66,USD,160,0,USD,0,699.95,USD,97
2026-03-22,2026-03-22,B08FPTFQYS,,,,0,0,,,0,0,USD,0,24.18,USD,3,0,USD,0,24.18,USD,3
2026-03-22,2026-03-22,B08FZ11BZL,,,220,0,0,,,0,0,USD,0,2408.28,USD,183,0,USD,0,1934.52,USD,147
2026-03-22,2026-03-22,B08GTQQTP8,,,,0,0,,,0,0,USD,0,10,USD,1,0,USD,0,10,USD,1
2026-03-22,2026-03-22,B08GTTT2K1,,,384,0.9286,20.25,,,1,135.36,USD,36,7756,USD,2066,33.46,USD,9,5364.64,USD,1430
2026-03-22,2026-03-22,B08GV37D8S,,,12,1,0,,,1,0,USD,0,431.32,USD,66,6.56,USD,1,195.16,USD,30
2026-03-22,2026-03-22,B08GYLV34K,,,5,0,0,,,0,0,USD,0,17595.71,USD,2125,16.9,USD,2,7312.06,USD,866
2026-03-22,2026-03-22,B08KKCPW4P,,,1,0,0,,,0,0,USD,0,961.87,USD,227,3.84,USD,1,653.03,USD,159
2026-03-22,2026-03-22,B08L71ZHJ3,,,2,0,0,,,0,0,USD,0,185.06,USD,39,0,USD,0,134.66,USD,29
2026-03-22,2026-03-22,B08L72XJHR,,,,0,0,,,0,0,USD,0,87.76,USD,8,0,USD,0,87.76,USD,8
2026-03-22,2026-03-22,B08L75B7FN,,,,0,0,,,0,0,USD,0,110.88,USD,22,0,USD,0,70.56,USD,14
2026-03-22,2026-03-22,B08LDZSZV6,,,,0,0,,,0,0,USD,0,0,USD,0,0,USD,0,0,USD,0
2026-03-22,2026-03-22,B08LF3MRPH,,,217,0.9832,0,,,1,0,USD,0,2744.55,USD,186,0,USD,0,339.75,USD,26
2026-03-22,2026-03-22,B08LF4MJ43,,,331,0.8034,0,,,1,0,USD,0,5251.81,USD,409,77.43,USD,6,455.56,USD,34
2026-03-22,2026-03-22,B08M95FCZK,,,,0,0,,,0,0,USD,0,359.3,USD,51,0,USD,0,344.12,USD,49
2026-03-22,2026-03-22,B08M9M9R5X,,,30,0,0,,,0,0,USD,0,826.2,USD,60,0,USD,0,440.64,USD,32
2026-03-22,2026-03-22,B08M9S4PMZ,,,,0,0,,,0,0,USD,0,6.75,USD,1,0,USD,0,6.75,USD,1
2026-03-22,2026-03-22,B08NDXWPPW,,,154,1,0,,,1,0,USD,0,10917.38,USD,1244,0,USD,0,463.84,USD,52
2026-03-22,2026-03-22,B08PN58K6M,,,457,1,20.25,,,1,86.16,USD,24,8158.14,USD,2341,31.94,USD,9,4895.2,USD,1432
2026-03-22,2026-03-22,B08PQ87PMF,,,,0,0,,,0,0,USD,0,9.4,USD,1,0,USD,0,9.4,USD,1
2026-03-22,2026-03-22,B08QQL8KZG,,,84,1,20.25,,,1,82.68,USD,12,3401.79,USD,522,6.19,USD,1,2375.18,USD,373
2026-03-22,2026-03-22,B08QQRFQNC,,,6310,0,0,,,0,0,USD,0,1886.04,USD,338,11.16,USD,2,0,USD,0
2026-03-22,2026-03-22,B08QR6G349,,,-95,0,0,,,0,0,USD,0,8286.26,USD,1536,104.28,USD,19,4063.5,USD,746
2026-03-22,2026-03-22,B08QR6GSY8,,,120,1,20.17,,,1,21.66,USD,6,4632.74,USD,1320,7.22,USD,2,3165.69,USD,913
2026-03-22,2026-03-22,B08QR7L5RW,,,,0,0,,,0,0,USD,0,62.39,USD,17,0,USD,0,62.39,USD,17
2026-03-22,2026-03-22,B08QRCDL4N,,,90,1.0088,0,,,1,0,USD,0,714.78,USD,198,0,USD,0,296.02,USD,82
2026-03-22,2026-03-22,B08QVB5H5Z,,,,0,0,,,0,0,USD,0,348.72,USD,98,0,USD,0,300.36,USD,85
2026-03-22,2026-03-22,B08R5J8Z28,,,,0,0,,,0,0,USD,0,149.33,USD,34,0,USD,0,55.67,USD,13
2026-03-22,2026-03-22,B08RRWMYVF,,,,0,0,,,0,0,USD,0,0,USD,0,37.44,USD,12,0,USD,0
2026-03-22,2026-03-22,B08RRYYGC2,,,,0,0,,,0,0,USD,0,0,USD,0,3.12,USD,1,0,USD,0
2026-03-22,2026-03-22,B08SYYQ9R9,,,,0,0,,,0,0,USD,0,0,USD,0,92.24,USD,4,0,USD,0
2026-03-22,2026-03-22,B08WYQFF3M,,,,0,0,,,0,0,USD,0,5.58,USD,1,0,USD,0,5.58,USD,1
2026-03-22,2026-03-22,B091YDV22K,,,7,0.9899,0,,,1,0,USD,0,10620.58,USD,608,87.36,USD,5,3143.4,USD,180
2026-03-22,2026-03-22,B0932TB3Z6,,,444,0.9892,20.25,,,1,60.2,USD,4,9902.9,USD,658,45.15,USD,3,45.15,USD,3
2026-03-22,2026-03-22,B093MTGKXC,,,,0,0,,,0,0,USD,0,3110.39,USD,370,0,USD,0,1372.45,USD,160
2026-03-22,2026-03-22,B094PHGQ1G,,,,0,0,,,0,0,USD,0,952,USD,136,7,USD,1,420,USD,60
2026-03-22,2026-03-22,B097WQ7ZK3,,,,0,0,,,0,0,USD,0,5.55,USD,1,0,USD,0,5.55,USD,1
2026-03-22,2026-03-22,B097WZB6NW,,,,0,0,,,0,0,USD,0,64.35,USD,9,0,USD,0,64.35,USD,9
2026-03-22,2026-03-22,B0992QXNP6,,,,0,0,,,0,0,USD,0,228,USD,12,0,USD,0,228,USD,12
2026-03-22,2026-03-22,B0992V3RFP,,,,0,0,,,0,0,USD,0,19.8,USD,1,0,USD,0,19.8,USD,1
2026-03-22,2026-03-22,B099DSPZ99,,,,0,0,,,0,0,USD,0,2629.44,USD,212,0,USD,0,2629.44,USD,212
2026-03-22,2026-03-22,B099NXFTK2,,,,0,0,,,0,0,USD,0,169.8,USD,8,0,USD,0,169.8,USD,8
